[6769,1675] [6480,1073] 
[24923,72836] [24581,72368] 
[28101,93446] [28668,93376] 
[7422,91121] [7395,91026] 
[193,91620] [741,91954] 
[73505,64425] [73162,64696] 
[39016,58504] [39085,58039] 
[71466,38751] [71771,38338] 
[15886,88443] [15047,88153] 
[13956,68239] [13725,68125] 
[99005,25625] [99906,25897] 
[80654,96960] [80974,96589] 
[93572,48377] [93218,48723] 
[91848,4159] [91214,4188] 
[84917,54556] [84716,54560] 
[18469,95807] [18584,95381] 
[68654,84116] [68310,84480] 
[76922,29096] [76578,29496] 
[15906,88467] [15814,88190] 
[43629,24906] [43906,24982] 
[1178,89220] [1144,89290] 
[31197,8139] [31538,8195] 
[55150,67120] [55425,67247] 
[5199,45674] [5155,45191] 
[60471,26196] [60547,26855] 
[45192,9332] [45349,9948] 
[40539,42404] [40997,42371] 
[70281,50482] [70520,50722] 
[66852,76750] [66340,76574] 
[75519,33865] [75328,33680] 
[90589,42191] [90624,42413] 
[79402,96929] [79199,96655] 
[73258,64410] [73600,64940] 
[88732,6049] [88649,6144] 
[24371,72952] [24544,72744] 
[37935,59192] [37920,59740] 
[47898,26850] [47169,26741] 
[5016,45943] [5624,45064] 
[16637,35323] [16694,35931] 
[64000,48930] [64776,48717] 
[69075,24160] [69518,24270] 
[61093,91094] [61338,91598] 
[55189,67503] [55938,67032] 
[40673,42997] [40415,42437] 
[31570,8537] [31336,8566] 
[27304,36047] [27819,36610] 
[43015,24524] [43263,24579] 
[78470,58924] [78776,58687] 
[25029,55059] [25588,55449] 
[70071,50251] [70708,50008] 
[20863,40166] [20598,40772] 
[59824,32017] [59776,32253] 
[48251,83499] [48802,83544] 
[50681,50503] [50545,50821] 
[36448,83821] [36027,83315] 
[18843,95807] [18217,95326] 
[65434,87699] [65599,87125] 
[85745,53256] [85976,53426] 
[17706,57105] [17396,57682] 
[89307,2942] [89834,2433] 
[36320,83195] [36192,83717] 
[70568,50894] [70096,50659] 
[78674,58697] [78656,58622] 
[9027,58361] [9952,58496] 
[73145,64663] [73358,64105] 
[63774,68709] [63861,68884] 
[74114,20599] [74147,20788] 
[69641,24962] [69114,24888] 
[59955,32697] [59304,32831] 
[73589,64611] [73536,64925] 
[4911,30280] [4455,30358] 
[72315,22781] [72330,22687] 
[42247,62531] [42756,62772] 
[70803,50436] [70860,50663] 
[61646,91300] [61527,91783] 
[57435,87736] [57550,87832] 
[9204,58177] [9705,58319] 
[26813,23208] [26485,23931] 
[56535,40437] [56185,40077] 
[25999,55627] [25573,55304] 
[46219,5113] [46339,5492] 
[97614,12930] [97963,12944] 
[36775,83904] [36330,83780] 
[79000,96711] [79536,96840] 
[6406,1222] [6702,1684] 
[76728,29037] [76888,29555] 
[68562,84422] [68681,84553] 
[91062,4727] [91103,4845] 
[12849,8205] [12524,8078] 
[44046,39393] [44886,39025] 
[54761,10365] [54405,10906] 
[70354,50741] [70395,50527] 
[61422,91680] [61772,91480] 
[46670,5513] [46794,5373] 
[57851,87330] [57058,87881] 
[30883,26117] [30900,26579] 
[16637,35323] [16445,35003] 
[88793,6470] [88666,6753] 
[71482,38300] [71360,38413] 
[33559,15460] [33406,15755] 
[57492,87866] [57654,87615] 
[87534,29344] [87952,29972] 
[73956,64779] [73225,64889] 
[57260,87551] [57873,87008] 
[95827,42152] [95459,42955] 
[39520,58451] [39535,58541] 
[22744,33217] [22363,33535] 
[61341,91921] [61848,91590] 
[69208,24542] [69040,24449] 
[51102,84573] [51222,84536] 
[42020,62597] [42267,62116] 
[21937,16531] [21461,16610] 
[84379,54833] [84859,54196] 
[51089,84328] [51846,84979] 
[81291,27109] [81452,27511] 
[81735,27109] [81828,27538] 
[34640,119] [34228,741] 
[52728,43185] [52210,43762] 
[62725,64076] [62283,64590] 
[10043,59718] [10035,59699] 
[89738,2453] [89915,2141] 
[82253,85514] [82383,85701] 
[28920,93086] [28781,93111] 
[78696,58122] [78060,58216] 
[88501,6389] [88301,6360] 
[63258,68829] [63851,68824] 
[28255,93289] [28420,93964] 
[34988,586] [34446,947] 
[42467,62689] [42264,62410] 
[84523,54061] [84040,54260] 
[78437,58469] [78079,58928] 
[87838,29421] [87903,29733] 
[87097,29027] [87339,29680] 
[80933,96903] [80440,96393] 
[73264,64640] [73538,64747] 
[79122,96655] [79917,96971] 
[27284,36516] [27726,36464] 
[42285,62648] [42606,62947] 
[29601,78828] [29161,78073] 
[2105,53412] [2407,53677] 
[47768,26195] [47898,26850] 
[45499,9020] [45664,9994] 
[33747,15582] [33507,15783] 
[35876,94737] [35338,94835] 
[24934,72106] [24685,72359] 
[79482,96690] [79138,96396] 
[31448,8996] [31562,8802] 
[93426,48016] [93962,48580] 
[43412,24084] [43149,24791] 
[60556,26293] [60948,26551] 
[41492,67501] [41808,67153] 
[14588,3785] [14963,3177] 
[70013,50545] [70508,50744] 
[14454,3887] [14922,3837] 
[57510,87406] [57322,87151] 
[54549,10275] [54964,10356] 
[4833,30238] [4920,30106] 
[24865,72321] [24804,72690] 
[7611,91842] [7724,91149] 
[9800,58407] [9134,58884] 
[60459,26689] [60941,26039] 
[39374,58137] [39069,58405] 
[25731,55587] [25863,55813] 
[31191,8816] [31088,8935] 
[43324,24420] [43159,24324] 
[47833,26133] [47526,26316] 
[77413,6564] [77318,6928] 
[21415,16752] [21524,16018] 
[63844,68191] [63759,68040] 
[9265,58840] [9028,58661] 
[253,91922] [635,91643] 
[17474,57649] [17930,57628] 
[6514,1966] [6168,1199] 
[99647,25223] [99505,25573] 
[56623,40519] [56269,40688] 
[97748,12622] [97141,12333] 
[79904,96312] [79393,96503] 
[49522,37465] [49391,37861] 
[10795,59245] [10662,59224] 
[96113,21041] [96055,21019] 
[59367,32193] [59665,32968] 
[20971,40587] [20628,40394] 
[58055,18340] [58638,18157] 
[70069,50649] [70922,50906] 
[95874,42650] [95779,42821] 
[15204,88542] [15124,88569] 
[39307,58855] [39597,58414] 
[46385,5383] [46906,5169] 
[86059,90234] [86815,90429] 
[29624,78438] [29677,78300] 
[62577,64529] [62339,64103] 
[35049,94843] [35862,94933] 
[88770,6509] [88661,6195] 
[51249,84961] [51421,84518] 
[7896,91438] [7978,91638] 
[74852,20141] [74081,20549] 
[27418,36090] [27285,36784] 
[70411,50093] [70580,50814] 
[41370,67636] [41750,67802] 
[33170,15572] [33130,15498] 
[46769,5768] [46281,5185] 
[39985,58242] [39687,58058] 
[79496,96095] [79432,96943] 
[59096,32903] [59003,32564] 
[75713,33514] [75981,33593] 
[70395,50527] [70001,50116] 
[65190,87178] [65730,87351] 
[97756,12914] [97921,12943] 
[96186,21101] [96954,21206] 
[22734,33384] [22667,33392] 
[95099,42611] [95748,42169] 
[64831,48918] [64752,48705] 
[30548,26885] [30248,26354] 
[53120,68717] [53653,68134] 
[28371,93614] [28062,93672] 
[43304,24684] [43827,24158] 
[30415,26861] [30429,26319] 
[80590,96795] [80693,96090] 
[98119,3605] [98971,3194] 
[33897,15672] [33417,15505] 
[24469,72864] [24917,72195] 
[94127,50531] [94533,50909] 
[19087,56475] [19879,56858] 
[99333,25445] [99344,25511] 
[80649,96358] [80876,96859] 
[42482,62318] [42475,62483] 
[93875,48133] [93500,48360] 
[73463,64537] [73302,64763] 
[48298,83630] [48909,83732] 
[38440,92493] [38393,92745] 
[18790,95562] [18578,95754] 
[81799,27538] [81653,27988] 
[24777,72481] [24317,72494] 
[48614,83641] [48639,83474] 
[69518,24270] [69683,24998] 
[81907,27734] [81270,27319] 
[73089,64775] [73991,64417] 
[74361,20826] [74081,20606] 
[12370,8676] [12143,8556] 
[54020,10803] [54067,10242] 
[50681,50503] [50174,50575] 
[36280,83270] [36818,83450] 
[77145,6640] [77394,6988] 
[75925,33283] [75417,33389] 
[51161,84061] [51692,84670] 
[66266,76426] [66420,76466] 
[4457,30396] [4339,30086] 
[22466,33662] [22398,33331] 
[56695,40152] [56104,40848] 
[60265,26603] [60144,26492] 
[95598,42237] [95889,42847] 
[33583,15913] [33856,15122] 
[52682,43728] [52968,43500] 
[11055,60393] [11065,60928] 
[97989,12622] [97230,12188] 
[57034,87839] [57677,87482] 
[22880,33487] [22256,33928] 
[45077,9969] [45654,9317] 
[50666,50808] [50318,50065] 
[56994,40246] [56919,40946] 
[24544,72744] [24316,72845] 
[79487,96601] [79944,96797] 
[97862,12986] [97533,12584] 
[96625,21312] [96049,21702] 
[14625,3482] [14104,3653] 
[87930,29605] [87741,29876] 
[88347,6981] [88991,6333] 
[93706,48667] [93154,48389] 
[18826,95892] [18766,95024] 
[84094,54227] [84717,54949] 
[9199,58727] [9263,58461] 
[12631,8565] [12426,8362] 
[66553,76241] [66219,76754] 
[28629,93060] [28501,93738] 
[28848,93900] [28258,93336] 
[56325,40673] [56822,40363] 
[24008,72534] [24880,72282] 
[49234,37785] [49443,37280] 
[6777,1786] [6381,1785] 
[62554,64690] [62910,64606] 
[79866,96307] [79934,96636] 
[83225,22309] [83828,22032] 
[42303,62339] [42150,62693] 
[95847,42650] [95827,42152] 
[22415,33862] [22580,33919] 
[83251,22988] [83175,22015] 
[80416,96623] [80261,96416] 
[25703,55408] [25077,55627] 
[43676,24980] [43798,24236] 
[73270,64935] [73368,64159] 
[1502,89141] [1891,89637] 
[54691,10610] [54011,10257] 
[25031,55388] [25808,55959] 
[20591,40403] [20464,40222] 
[11845,60849] [11749,60967] 
[11189,60163] [11444,60621] 
[68440,84824] [68452,84690] 
[35589,94572] [35841,94107] 
[7230,91665] [7152,91000] 
[90372,42536] [90737,42785] 
[7436,91669] [7378,91676] 
[261,91578] [78,91878] 
[77459,6779] [77443,6886] 
[4296,30939] [4758,30588] 
[46137,5313] [46424,5365] 
[90851,42191] [90687,42306] 
[77973,6404] [77310,6825] 
[9692,58353] [9103,58815] 
[71813,38251] [71409,38600] 
[1502,89617] [1458,89967] 
[80300,96923] [80229,96579] 
[85583,53301] [85516,53170] 
[34150,269] [34444,689] 
[4079,30041] [4125,30534] 
[74207,20799] [74896,20482] 
[42756,62772] [42526,62576] 
[42296,62662] [42230,62428] 
[80611,96838] [80442,96767] 
[88055,6621] [88023,6168] 
[27823,36857] [27358,36483] 
[46424,5365] [46269,5199] 
[48251,83047] [48347,83783] 
[88581,6158] [88794,6420] 
[72804,22545] [72860,22125] 
[27886,36283] [27896,36953] 
[61345,91208] [61209,91046] 
[99669,25590] [99647,25223] 
[16913,35830] [16314,35099] 
[45452,9017] [45440,9048] 
[95135,42540] [95646,42900] 
[96509,21991] [96756,21599] 
[5364,45038] [5012,45184] 
[62316,64651] [62728,64723] 
[23740,41479] [23694,41744] 
[79275,96921] [79210,96237] 
[89134,2168] [89693,2780] 
[74207,20578] [74489,20572] 
[82129,85062] [82289,85082] 
[88069,6868] [88285,6899] 
[18375,95644] [18752,95983] 
[63033,68897] [63291,68766] 
[81021,27568] [81411,27834] 
[36630,83021] [36741,83551] 
[890,91671] [805,91372] 
[31870,8578] [31463,8727] 
[7381,91779] [7102,91083] 
[9987,58136] [9052,58582] 
[13725,68125] [13608,68847] 
[87831,29906] [87693,29960] 
[25303,55012] [25974,55032] 
[31329,8146] [31046,8385] 
[68842,84570] [68279,84845] 
[79544,96138] [79311,96061] 
[80460,96789] [80516,96874] 
[4122,30723] [4906,30706] 
[68107,84156] [68235,84897] 
[80600,96327] [80550,96874] 
[84042,54945] [84473,54180] 
[19767,56656] [19354,56672] 
[35693,94564] [35169,94708] 
[85797,53032] [85745,53256] 
[82403,85217] [82683,85155] 
[27922,36704] [27381,36821] 
[10466,59474] [10954,59504] 
[43317,24388] [43342,24527] 
[22950,33308] [22704,33736] 
[7211,91235] [7565,91942] 
[33633,15359] [33286,15655] 
[44574,39080] [44701,39363] 
[38620,92925] [38083,92349] 
[95579,42143] [95445,42726] 
[16926,35567] [16808,35277] 
[61398,91413] [61451,91214] 
[32347,32335] [32711,32925] 
[7815,91579] [7554,91443] 
[20598,40772] [20331,40861] 
[17739,57827] [17497,57872] 
[24849,72655] [24943,72750] 
[78082,58445] [78956,58277] 
[29853,78449] [29089,78573] 
[47122,26549] [47405,26996] 
[99193,25080] [99465,25314] 
[26765,23752] [26391,23295] 
[20107,40311] [20257,40393] 
[49449,37447] [49005,37961] 
[14707,3529] [14266,3627] 
[36137,83662] [36169,83406] 
[57020,87711] [57994,87271] 
[43411,24095] [43817,24204] 
[10845,59486] [10508,59878] 
[8139,60082] [8024,60900] 
[34900,841] [34468,626] 
[65110,87564] [65558,87765] 
[39983,58361] [39896,58021] 
[52077,43477] [52863,43934] 
[37234,59586] [37738,59179] 
[44026,39174] [44225,39490] 
[97640,12686] [97697,12115] 
[53709,68521] [53825,68977] 
[48986,83912] [48085,83595] 
[98039,3532] [98365,3540] 
[81233,27823] [81836,27658] 
[31244,8897] [31044,8057] 
[71069,38057] [71801,38269] 
[35140,94672] [35879,94993] 
[3033,11685] [3270,11329] 
[43015,24524] [43176,24156] 
[47363,26940] [47041,26306] 
[61444,91017] [61090,91890] 
[90966,42349] [90816,42558] 
[15204,88542] [15834,88101] 
[16855,35304] [16378,35391] 
[1189,89542] [1119,89577] 
[48602,83173] [48559,83217] 
[71845,38500] [71086,38618] 
[38273,92850] [38139,92908] 
[50438,50771] [50833,50589] 
[31663,8362] [31954,8015] 
[80594,96395] [80279,96832] 
[84723,54518] [84972,54321] 
[75791,33720] [75227,33223] 
[42450,62167] [42362,62373] 
[96571,21916] [96773,21561] 
[41632,67164] [41687,67386] 
[78176,58725] [78470,58924] 
[96954,21206] [96578,21158] 
[77216,6478] [77026,6141] 
[99790,25479] [99065,25607] 
[95703,42800] [95044,42624] 
[98108,3838] [98884,3059] 
[54206,10061] [54036,10720] 
[78540,58483] [78441,58093] 
[86025,90050] [86197,90437] 
[64224,48890] [64481,48755] 
[41134,67758] [41004,67442] 
[73673,64342] [73083,64848] 
[90955,42355] [90214,42481] 
[9160,58139] [9666,58237] 
[64996,48381] [64397,48460] 
[7603,91004] [7300,91768] 
[62057,64144] [62246,64529] 
[29201,78140] [29031,78188] 
[61784,91109] [61405,91282] 
[98439,3717] [98060,3008] 
[95784,42956] [95405,42312] 
[1339,89154] [1604,89623] 
[9954,58676] [9537,58629] 
[42562,62612] [42564,62819] 
[99779,25540] [99685,25712] 
[55654,67071] [55667,67910] 
[18301,95781] [18896,95020] 
[56381,40287] [56492,40308] 
[20863,40166] [20847,40806] 
[59711,32671] [59336,32141] 
[35213,94062] [35107,94329] 
[41070,67201] [41972,67884] 
[65443,87838] [65310,87890] 
[67905,99354] [67995,99521] 
[15205,88900] [15732,88456] 
[34458,102] [34808,760] 
[11876,60731] [11500,60648] 
[98763,3479] [98133,3633] 
[14380,3441] [14550,3339] 
[17163,57612] [17474,57649] 
[34755,61] [34913,25] 
[41858,67437] [41731,67521] 
[75324,33470] [75784,33637] 
[27620,36173] [27782,36694] 
[51906,84500] [51324,84355] 
[88893,6076] [88930,6159] 
[72029,22185] [72103,22748] 
[48604,83750] [48658,83360] 
[16840,35048] [16529,35190] 
[83053,22217] [83496,22104] 
[58988,18098] [58462,18896] 
[43167,24668] [43158,24551] 
[51703,84113] [51367,84889] 
[93377,48467] [93406,48602] 
[63139,68456] [63984,68785] 
[42012,62594] [42334,62106] 
[99170,25062] [99850,25622] 
[84981,54411] [84567,54449] 
[29608,78868] [29636,78343] 
[23206,41201] [23915,41667] 
[22564,33012] [22537,33778] 
[48251,83047] [48220,83974] 
[36174,83464] [36927,83150] 
[5896,45210] [5776,45692] 
[45538,9049] [45309,9259] 
[49406,37039] [49439,37028] 
[50891,50319] [50914,50042] 
[72650,22392] [72688,22674] 
[28851,93524] [28976,93439] 
[37656,59979] [37601,59463] 
[56778,40215] [56363,40713] 
[88426,6544] [88055,6621] 
[79393,96503] [79868,96133] 
[68338,84077] [68906,84395] 
[54648,10076] [54654,10893] 
[39595,58081] [39794,58490] 
[79109,96927] [79544,96138] 
[62739,64604] [62859,64716] 
[64246,48904] [64464,48820] 
[78407,58679] [78466,58151] 
[17789,57268] [17460,57512] 
[51944,84096] [51600,84207] 
[16965,35887] [16473,35976] 
[86334,90766] [86369,90645] 
[71172,38880] [71868,38961] 
[48696,83375] [48159,83178] 
[49356,37663] [49199,37878] 
[9537,58629] [9004,58101] 
[47898,26850] [47959,26492] 
[7749,91620] [7120,91526] 
[31476,8219] [31681,8918] 
[52826,43504] [52207,43232] 
[88055,6621] [88714,6166] 
[55631,67801] [55911,67685] 
[93444,48221] [93754,48365] 
[41679,67908] [41837,67826] 
[2203,53277] [2125,53134] 
[49443,37280] [49846,37956] 
[82017,85876] [82606,85163] 
[14670,3820] [14378,3927] 
[51089,84328] [51947,84678] 
[537,91038] [584,91987] 
[71974,38912] [71220,38429] 
[46204,5211] [46496,5872] 
[71754,38554] [71206,38283] 
[39928,58497] [39208,58807] 
[12433,8140] [12560,8349] 
[87696,29626] [87272,29556] 
[86186,90294] [86281,90697] 
[4227,30624] [4204,30356] 
[44784,39323] [44023,39177] 
[71890,38183] [71141,38244] 
[4403,30594] [4683,30918] 
[13480,68405] [13382,68425] 
[19037,56219] [19712,56646] 
[46424,5365] [46332,5417] 
[19288,56012] [19764,56935] 
[88081,6703] [88351,6206] 
[97524,12787] [97244,12101] 
[81421,27324] [81752,27477] 
[52878,43159] [52404,43163] 
[28804,93852] [28307,93931] 
[97201,12163] [97655,12673] 
[40784,42001] [40430,42026] 
[85763,53365] [85288,53198] 
[69023,24610] [69753,24959] 
[63609,68861] [63305,68482] 
[28560,93277] [28822,93748] 
[74218,20309] [74775,20763] 
[73978,64014] [73768,64044] 
[33027,15430] [33077,15123] 
[43090,24679] [43960,24545] 
[42634,62213] [42989,62527] 
[70036,50474] [70430,50411] 
[25123,55463] [25717,55526] 
[69150,24202] [69110,24794] 
[16787,35178] [16739,35503] 
[51061,84282] [51412,84277] 
[40388,42938] [40228,42372] 
[17163,57612] [17771,57793] 
[10232,59883] [10209,59987] 
[49220,37959] [49779,37448] 
[96405,21059] [96898,21404] 
[43842,24860] [43413,24585] 
[431,91658] [293,91206] 
[59978,32260] [59089,32538] 
[90055,42552] [90250,42090] 
[24564,72174] [24214,72939] 
[97923,12086] [97049,12514] 
[76232,29611] [76434,29660] 
[8900,60232] [8675,60736] 
[78656,58622] [78885,58538] 
[46769,5768] [46426,5768] 
[33732,15046] [33717,15989] 
[86050,90919] [86748,90062] 
[52411,43442] [52102,43039] 
[94070,50335] [94561,50927] 
[98727,3108] [98265,3472] 
[86558,90032] [86998,90380] 
[35178,94869] [35474,94080] 
[51962,84378] [51537,84667] 
[69569,24480] [69442,24307] 
[22179,33188] [22073,33946] 
[35697,94186] [35767,94347] 
[43317,24388] [43524,24632] 
[97603,12799] [97580,12151] 
[72167,22967] [72285,22351] 
[9811,58793] [9651,58760] 
[11004,60045] [11825,60244] 
[74546,20944] [74490,20321] 
[93675,48248] [93458,48893] 
[32749,32597] [32484,32236] 
[22848,33535] [22559,33929] 
[51035,84403] [51986,84054] 
[50899,50997] [50073,50116] 
[33133,15570] [33353,15867] 
[3713,11011] [3913,11693] 
[26738,23898] [26957,23684] 
[14863,3327] [14488,3477] 
[79795,96852] [79888,96592] 
[37573,59704] [37280,59838] 
[70954,50817] [70685,50066] 
[41185,67615] [41803,67466] 
[66294,76736] [66143,76890] 
[31904,8658] [31068,8148] 
[80593,96401] [80198,96296] 
[22749,33421] [22734,33384] 
[86983,90454] [86326,90728] 
[40416,42093] [40673,42579] 
[23154,41552] [23475,41352] 
[87016,29785] [87268,29063] 
[66743,76850] [66144,76331] 
[98642,3723] [98105,3522] 
[92886,82970] [92270,82620] 
[71006,38464] [71853,38104] 
[21962,16982] [21596,16759] 
[40318,42957] [40543,42469] 
[20377,40456] [20932,40079] 
[17405,57425] [17090,57330] 
[58818,18489] [58130,18440] 
[76683,29005] [76820,29440] 
[95631,42685] [95287,42406] 
[68427,84583] [68302,84774] 
[48885,83989] [48452,83135] 
[8682,60911] [8106,60868] 
[44424,39785] [44957,39705] 
[57648,87141] [57519,87056] 
[82850,85981] [82938,85676] 
[79560,96247] [79191,96150] 
[21386,16944] [21002,16120] 
[70568,50894] [70945,50196] 
[44011,39555] [44275,39555] 
[92438,82029] [92366,82799] 
[24908,72762] [24375,72632] 
[43687,24681] [43393,24658] 
[56358,40363] [56867,40044] 
[94764,50705] [94950,50376] 
[41662,67423] [41676,67163] 
[6960,1510] [6376,1256] 
[40571,42734] [40891,42509] 
[96352,21723] [96004,21230] 
[35382,94643] [35522,94700] 
[79122,96655] [79058,96896] 
[80915,96363] [80862,96818] 
[20816,40610] [20042,40619] 
[48407,83672] [48868,83341] 
[42259,62113] [42255,62636] 
[98300,3863] [98020,3272] 
[88311,6885] [88957,6493] 
[75216,33371] [75519,33865] 
[36254,83295] [36997,83791] 
[65778,87789] [65706,87790] 
[92401,82945] [92222,82725] 
[25563,55611] [25425,55298] 
[17394,57159] [17123,57415] 
[65477,87937] [65206,87440] 
[32151,32185] [32895,32243] 
[78674,58697] [78063,58983] 
[62227,64870] [62350,64947] 
[78187,58437] [78452,58983] 
[47566,26746] [47569,26669] 
[84917,54882] [84705,54219] 
[1244,89844] [1049,89118] 
[13635,68621] [13277,68278] 
[12642,8254] [12724,8979] 
[71223,38544] [71606,38022] 
[56360,40650] [56194,40525] 
[36110,83422] [36877,83197] 
[21900,16357] [21962,16982] 
[10035,59699] [10316,59890] 
[31993,8521] [31197,8139] 
[52714,43102] [52395,43883] 
[6313,1838] [6517,1421] 
[15148,88412] [15158,88827] 
[97369,12702] [97641,12007] 
[34228,726] [34696,36] 
[85863,53110] [85624,53270] 
[4555,30102] [4286,30468] 
[73476,64605] [73296,64643] 
[68344,84861] [68943,84819] 
[28853,93093] [28020,93165] 
[10486,59146] [10912,59639] 
[22908,33409] [22935,33215] 
[59847,32356] [59377,32714] 
[17012,57347] [17148,57160] 
[96656,21714] [96722,21105] 
[46424,5365] [46415,5484] 
[26347,23660] [26558,23150] 
[14081,3898] [14792,3221] 
[77131,6980] [77428,6520] 
[88069,6868] [88828,6799] 
[31485,8747] [31178,8590] 
[4079,30041] [4547,30346] 
[28022,93828] [28951,93314] 
[73564,64710] [73131,64151] 
[70510,50160] [70740,50923] 
[92008,82924] [92575,82740] 
[73190,64881] [73375,64135] 
[65091,87136] [65397,87254] 
[94272,50579] [94831,50013] 
[65,91513] [261,91578] 
[54641,10419] [54736,10775] 
[5488,45319] [5589,45513] 
[44094,39931] [44369,39713] 
[37286,59267] [37726,59994] 
[18322,95042] [18393,95249] 
[58079,18670] [58578,18374] 
[4923,30118] [4550,30097] 
[95065,42991] [95006,42050] 
[80019,96569] [80345,96946] 
[29936,78238] [29528,78918] 
[14248,3975] [14191,3248] 
[28822,93748] [28503,93196] 
[74933,20147] [74105,20108] 
[56599,40830] [56426,40633] 
[84115,54737] [84852,54971] 
[3530,11675] [3320,11790] 
[17405,57425] [17795,57638] 
[44546,39777] [44215,39011] 
[30294,26935] [30817,26935] 
[30393,26556] [30942,26340] 
[40457,42611] [40673,42997] 
[38645,92841] [38097,92051] 
[29749,78593] [29782,78856] 
[66843,76928] [66442,76809] 
[24480,72604] [24703,72499] 
[199,91855] [363,91716] 
[77842,6093] [77593,6705] 
[76741,29848] [76631,29510] 
[53243,68908] [53747,68664] 
[72569,22087] [72608,22109] 
[3557,11317] [3094,11937] 
[28331,93022] [28848,93900] 
[96611,21754] [96102,21491] 
[21120,16912] [21188,16012] 
[61444,91017] [61567,91701] 
[63573,68174] [63045,68899] 
[48043,83415] [48565,83761] 
[2401,53078] [2382,53169] 
[84917,54556] [84382,54863] 
[84539,54566] [84588,54535] 
[78441,58093] [78814,58612] 
[71000,38407] [71864,38636] 
[88302,6126] [88560,6505] 
[34223,278] [34160,883] 
[10842,59440] [10089,59494] 
[78692,58346] [78058,58628] 
[40351,42029] [40753,42247] 
[45721,9231] [45023,9300] 
[55937,67427] [55778,67548] 
[22397,33025] [22707,33184] 
[91266,4151] [91851,4295] 
[40542,42983] [40288,42467] 
[1224,89908] [1737,89474] 
[36809,83985] [36669,83708] 
[83772,22465] [83435,22821] 
[40425,42111] [40090,42616] 
[26287,23154] [26939,23218] 
[33030,15516] [33926,15075] 
[56481,40028] [56695,40152] 
[80630,96878] [80192,96778] 
[90050,42029] [90329,42770] 
[95655,42561] [95496,42812] 
[42809,62946] [42923,62634] 
[48716,83160] [48696,83958] 
[77857,6486] [77951,6353] 
[45833,9316] [45917,9023] 
[47213,26545] [47306,26911] 
[24532,72643] [24084,72385] 
[79597,96407] [79970,96912] 
[94254,50634] [94668,50893] 
[40934,42854] [40318,42957] 
[53766,68598] [53410,68395] 
[3229,11471] [3428,11559] 
[28361,93799] [28137,93818] 
[48722,83171] [48495,83967] 
[59520,32079] [59010,32060] 
[99806,25135] [99119,25178] 
[85011,53861] [85366,53304] 
[28633,93136] [28212,93453] 
[18184,95491] [18940,95890] 
[78432,58739] [78901,58977] 
[37540,59642] [37796,59234] 
[72221,22582] [72480,22524] 
[35589,94572] [35820,94055] 
[85568,53142] [85038,53290] 
[45224,9380] [45064,9751] 
[18623,95116] [18621,95842] 
[62283,64590] [62993,64884] 
[79883,96143] [79482,96690] 
[23232,41812] [23281,41369] 
[18766,95024] [18263,95074] 
[90033,42085] [90134,42378] 
[84135,54062] [84300,54163] 
[5856,45061] [5647,45939] 
[79810,96159] [79353,96239] 
[986,91144] [446,91577] 
[48565,83761] [48141,83909] 
[35121,94834] [35911,94732] 
[85210,53938] [85097,53988] 
[79868,96133] [79356,96770] 
[64834,48036] [64796,48689] 
[91968,4724] [91142,4282] 
[33096,15618] [33483,15756] 
[36890,83528] [36798,83731] 
[68716,84738] [68443,84051] 
[56016,40473] [56545,40932] 
[22663,33460] [22763,33316] 
[2599,53474] [2195,53506] 
[5729,45534] [5806,45936] 
[97562,12347] [97069,12439] 
[4286,30468] [4698,30979] 
[27134,36378] [27939,36666] 
[60605,26130] [60958,26185] 
[4028,30978] [4748,30850] 
[66695,76070] [66610,76675] 
[33398,15532] [33575,15557] 
[22182,33971] [22552,33095] 
[86059,90234] [86237,90272] 
[95065,42991] [95671,42452] 
[68960,84603] [68594,84360] 
[91440,4216] [91999,4222] 
[43529,24803] [43003,24034] 
[79275,96921] [79487,96601] 
[12622,8545] [12051,8082] 
[96995,21044] [96554,21841] 
[63077,68554] [63337,68547] 
[89964,2487] [89578,2208] 
[24251,72886] [24494,72257] 
[78677,58272] [78796,58861] 
[53850,68858] [53494,68691] 
[12517,8645] [12394,8008] 
[12923,8399] [12973,8116] 
[60888,26726] [60390,26891] 
[93673,48796] [93055,48680] 
[61911,91458] [61492,91238] 
[96717,21917] [96215,21122] 
[88732,6049] [88725,6169] 
[61345,91208] [61159,91544] 
[91062,4727] [91487,4751] 
[47357,26860] [47361,26888] 
[18458,95127] [18199,95410] 
[83544,22827] [83382,22795] 
[10229,59560] [10718,59073] 
[18301,95781] [18483,95727] 
[92498,82292] [92037,82322] 
[91039,4910] [91291,4636] 
[6278,1406] [6427,1313] 
[12059,8483] [12221,8537] 
[67857,99812] [67946,99003] 
[31514,8293] [31479,8069] 
[43796,24975] [43353,24604] 
[96902,21629] [96958,21440] 
[85783,53581] [85014,53522] 
[37280,59838] [37215,59944] 
[9261,58045] [9435,58492] 
[74218,20151] [74108,20071] 
[33350,15339] [33910,15743] 
[79868,96133] [79802,96223] 
[82746,85472] [82957,85721] 
[89134,2168] [89964,2487] 
[43159,24324] [43046,24260] 
[66604,76390] [66322,76895] 
[65250,87327] [65263,87278] 
[83626,22296] [83246,22813] 
[95598,42237] [95099,42611] 
[34405,561] [34199,512] 
[56232,40587] [56982,40739] 
[55962,67664] [55012,67235] 
[72311,22942] [72500,22165] 
[78059,58211] [78513,58662] 
[6492,1753] [6721,1898] 
[49336,37977] [49521,37707] 
